,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,score
2710,0.8,5,0.1,20,1,100,0.1,10,0.4,0.17857252265415027
2722,0.8,5,0.1,20,3,100,0.0,10,0.4,0.1785509933687035
2740,0.8,5,0.1,20,5,100,0.0,10,0.4,0.1785509933687035
2704,0.8,5,0.1,20,1,100,0.0,10,0.4,0.1785509933687035
4256,1.0,5,0.2,6,5,100,0.1,1,0.5,0.1784969795492842
4220,1.0,5,0.2,6,1,100,0.1,1,0.5,0.1784969795492842
4238,1.0,5,0.2,6,3,100,0.1,1,0.5,0.1784969795492842
1423,0.6,5,0.2,20,3,100,0.0,1,0.4,0.17845548994933527
1441,0.6,5,0.2,20,5,100,0.0,1,0.4,0.17845548994933527
1405,0.6,5,0.2,20,1,100,0.0,1,0.4,0.17845548994933527
1429,0.6,5,0.2,20,3,100,0.1,1,0.4,0.17786996880831824
1411,0.6,5,0.2,20,1,100,0.1,1,0.4,0.17786996880831824
1447,0.6,5,0.2,20,5,100,0.1,1,0.4,0.17786996880831824
2578,0.8,5,0.05,20,5,100,0.0,10,0.4,0.17772412117537037
2560,0.8,5,0.05,20,3,100,0.0,10,0.4,0.17772412117537037
2542,0.8,5,0.05,20,1,100,0.0,10,0.4,0.17772412117537037
2839,0.8,5,0.2,10,3,100,1.0,1,0.4,0.17755515442607248
2821,0.8,5,0.2,10,1,100,1.0,1,0.4,0.17755515442607248
2857,0.8,5,0.2,10,5,100,1.0,1,0.4,0.17755515442607248
4138,1.0,5,0.1,10,3,100,1.0,10,0.4,0.17740158102554207
4156,1.0,5,0.1,10,5,100,1.0,10,0.4,0.17740158102554207
4120,1.0,5,0.1,10,1,100,1.0,10,0.4,0.17740158102554207
2566,0.8,5,0.05,20,3,100,0.1,10,0.4,0.17726731910390894
2548,0.8,5,0.05,20,1,100,0.1,10,0.4,0.17726731910390894
2584,0.8,5,0.05,20,5,100,0.1,10,0.4,0.17726731910390894
2896,0.8,5,0.2,20,3,100,1.0,10,0.4,0.17723095132649064
2914,0.8,5,0.2,20,5,100,1.0,10,0.4,0.17723095132649064
2878,0.8,5,0.2,20,1,100,1.0,10,0.4,0.17723095132649064
2674,0.8,5,0.1,10,3,100,0.1,10,0.4,0.17706323938272905
2692,0.8,5,0.1,10,5,100,0.1,10,0.4,0.17706323938272905
2656,0.8,5,0.1,10,1,100,0.1,10,0.4,0.17706323938272905
4076,1.0,5,0.1,6,3,100,0.1,1,0.5,0.17695816523669278
4058,1.0,5,0.1,6,1,100,0.1,1,0.5,0.17695816523669278
4094,1.0,5,0.1,6,5,100,0.1,1,0.5,0.17695816523669278
2569,0.8,5,0.05,20,3,100,1.0,1,0.4,0.17658525232770556
2551,0.8,5,0.05,20,1,100,1.0,1,0.4,0.17658525232770556
2587,0.8,5,0.05,20,5,100,1.0,1,0.4,0.17658525232770556
2716,0.8,5,0.1,20,1,100,1.0,10,0.4,0.17657029850567021
2734,0.8,5,0.1,20,3,100,1.0,10,0.4,0.17657029850567021
2752,0.8,5,0.1,20,5,100,1.0,10,0.4,0.17657029850567021
4247,1.0,5,0.2,6,3,100,1.0,10,0.5,0.1764719361083692
4229,1.0,5,0.2,6,1,100,1.0,10,0.5,0.1764719361083692
4265,1.0,5,0.2,6,5,100,1.0,10,0.5,0.1764719361083692
2836,0.8,5,0.2,10,3,100,0.1,10,0.4,0.17640778621422445
2854,0.8,5,0.2,10,5,100,0.1,10,0.4,0.17640778621422445
2818,0.8,5,0.2,10,1,100,0.1,10,0.4,0.17640778621422445
1387,0.6,5,0.2,10,5,100,0.0,1,0.4,0.17639974418214008
1351,0.6,5,0.2,10,1,100,0.0,1,0.4,0.17639974418214008
1369,0.6,5,0.2,10,3,100,0.0,1,0.4,0.17639974418214008
2686,0.8,5,0.1,10,5,100,0.0,10,0.4,0.17634721829874775
2668,0.8,5,0.1,10,3,100,0.0,10,0.4,0.17634721829874775
2650,0.8,5,0.1,10,1,100,0.0,10,0.4,0.17634721829874775
1249,0.6,5,0.1,20,1,100,0.1,1,0.4,0.17626242609626516
1285,0.6,5,0.1,20,5,100,0.1,1,0.4,0.17626242609626516
1267,0.6,5,0.1,20,3,100,0.1,1,0.4,0.17626242609626516
3958,1.0,5,0.05,10,1,100,1.0,10,0.4,0.1757479833398258
3976,1.0,5,0.05,10,3,100,1.0,10,0.4,0.1757479833398258
3994,1.0,5,0.05,10,5,100,1.0,10,0.4,0.1757479833398258
4091,1.0,5,0.1,6,5,100,0.0,10,0.5,0.1757174756718879
4073,1.0,5,0.1,6,3,100,0.0,10,0.5,0.1757174756718879
4055,1.0,5,0.1,6,1,100,0.0,10,0.5,0.1757174756718879
4253,1.0,5,0.2,6,5,100,0.0,10,0.5,0.17567354364948734
4217,1.0,5,0.2,6,1,100,0.0,10,0.5,0.17567354364948734
4235,1.0,5,0.2,6,3,100,0.0,10,0.5,0.17567354364948734
4061,1.0,5,0.1,6,1,100,0.1,10,0.5,0.1756218335295054
4097,1.0,5,0.1,6,5,100,0.1,10,0.5,0.1756218335295054
4079,1.0,5,0.1,6,3,100,0.1,10,0.5,0.1756218335295054
2848,0.8,5,0.2,10,5,100,0.0,10,0.4,0.17554177713334101
2830,0.8,5,0.2,10,3,100,0.0,10,0.4,0.17554177713334101
2812,0.8,5,0.2,10,1,100,0.0,10,0.4,0.17554177713334101
2506,0.8,5,0.05,10,3,100,0.0,10,0.4,0.1754564894825742
2488,0.8,5,0.05,10,1,100,0.0,10,0.4,0.1754564894825742
2524,0.8,5,0.05,10,5,100,0.0,10,0.4,0.1754564894825742
1279,0.6,5,0.1,20,5,100,0.0,1,0.4,0.17531514971638612
1261,0.6,5,0.1,20,3,100,0.0,1,0.4,0.17531514971638612
1243,0.6,5,0.1,20,1,100,0.0,1,0.4,0.17531514971638612
4241,1.0,5,0.2,6,3,100,0.1,10,0.5,0.17489702475475313
4223,1.0,5,0.2,6,1,100,0.1,10,0.5,0.17489702475475313
4259,1.0,5,0.2,6,5,100,0.1,10,0.5,0.17489702475475313
1087,0.6,5,0.05,20,1,100,0.1,1,0.4,0.17488291214668988
1105,0.6,5,0.05,20,3,100,0.1,1,0.4,0.17488291214668988
1123,0.6,5,0.05,20,5,100,0.1,1,0.4,0.17488291214668988
4262,1.0,5,0.2,6,5,100,1.0,1,0.5,0.17483237453181966
4226,1.0,5,0.2,6,1,100,1.0,1,0.5,0.17483237453181966
4244,1.0,5,0.2,6,3,100,1.0,1,0.5,0.17483237453181966
2530,0.8,5,0.05,10,5,100,0.1,10,0.4,0.17474082220768716
2494,0.8,5,0.05,10,1,100,0.1,10,0.4,0.17474082220768716
2512,0.8,5,0.05,10,3,100,0.1,10,0.4,0.17474082220768716
4082,1.0,5,0.1,6,3,100,1.0,1,0.5,0.17458266738189146
4064,1.0,5,0.1,6,1,100,1.0,1,0.5,0.17458266738189146
4100,1.0,5,0.1,6,5,100,1.0,1,0.5,0.17458266738189146
3890,1.0,5,0.05,6,1,100,0.0,1,0.5,0.17452068992917497
3926,1.0,5,0.05,6,5,100,0.0,1,0.5,0.17452068992917497
3908,1.0,5,0.05,6,3,100,0.0,1,0.5,0.17452068992917497
2695,0.8,5,0.1,10,5,100,1.0,1,0.4,0.1745039354605721
2659,0.8,5,0.1,10,1,100,1.0,1,0.4,0.1745039354605721
2677,0.8,5,0.1,10,3,100,1.0,1,0.4,0.1745039354605721
4070,1.0,5,0.1,6,3,100,0.0,1,0.5,0.17445487658708128
4052,1.0,5,0.1,6,1,100,0.0,1,0.5,0.17445487658708128
4088,1.0,5,0.1,6,5,100,0.0,1,0.5,0.17445487658708128
1099,0.6,5,0.05,20,3,100,0.0,1,0.4,0.1743882653196049
1081,0.6,5,0.05,20,1,100,0.0,1,0.4,0.1743882653196049
1117,0.6,5,0.05,20,5,100,0.0,1,0.4,0.1743882653196049
2515,0.8,5,0.05,10,3,100,1.0,1,0.4,0.174333329564899
2533,0.8,5,0.05,10,5,100,1.0,1,0.4,0.174333329564899
2497,0.8,5,0.05,10,1,100,1.0,1,0.4,0.174333329564899
2860,0.8,5,0.2,10,5,100,1.0,10,0.4,0.1740786258871214
2842,0.8,5,0.2,10,3,100,1.0,10,0.4,0.1740786258871214
2824,0.8,5,0.2,10,1,100,1.0,10,0.4,0.1740786258871214
2762,0.8,5,0.2,6,1,100,0.1,1,0.5,0.17392992889425013
2798,0.8,5,0.2,6,5,100,0.1,1,0.5,0.17392992889425013
2780,0.8,5,0.2,6,3,100,0.1,1,0.5,0.17392992889425013
1195,0.6,5,0.1,10,1,100,0.1,1,0.4,0.17360501975887577
1213,0.6,5,0.1,10,3,100,0.1,1,0.4,0.17360501975887577
1231,0.6,5,0.1,10,5,100,0.1,1,0.4,0.17360501975887577
2572,0.8,5,0.05,20,3,100,1.0,10,0.4,0.1735340844076913
2554,0.8,5,0.05,20,1,100,1.0,10,0.4,0.1735340844076913
2590,0.8,5,0.05,20,5,100,1.0,10,0.4,0.1735340844076913
1357,0.6,5,0.2,10,1,100,0.1,1,0.4,0.1735143846942424
1393,0.6,5,0.2,10,5,100,0.1,1,0.4,0.1735143846942424
1375,0.6,5,0.2,10,3,100,0.1,1,0.4,0.1735143846942424
3914,1.0,5,0.05,6,3,100,0.1,1,0.5,0.17351435469308255
3932,1.0,5,0.05,6,5,100,0.1,1,0.5,0.17351435469308255
3896,1.0,5,0.05,6,1,100,0.1,1,0.5,0.17351435469308255
2795,0.8,5,0.2,6,5,100,0.0,10,0.5,0.17313713158625768
2777,0.8,5,0.2,6,3,100,0.0,10,0.5,0.17313713158625768
2759,0.8,5,0.2,6,1,100,0.0,10,0.5,0.17313713158625768
2774,0.8,5,0.2,6,3,100,0.0,1,0.5,0.173124202606657
2756,0.8,5,0.2,6,1,100,0.0,1,0.5,0.173124202606657
2792,0.8,5,0.2,6,5,100,0.0,1,0.5,0.173124202606657
1189,0.6,5,0.1,10,1,100,0.0,1,0.4,0.17281010563827726
1207,0.6,5,0.1,10,3,100,0.0,1,0.4,0.17281010563827726
1225,0.6,5,0.1,10,5,100,0.0,1,0.4,0.17281010563827726
2698,0.8,5,0.1,10,5,100,1.0,10,0.4,0.17263805390505801
2662,0.8,5,0.1,10,1,100,1.0,10,0.4,0.17263805390505801
2680,0.8,5,0.1,10,3,100,1.0,10,0.4,0.17263805390505801
1252,0.6,5,0.1,20,1,100,0.1,10,0.4,0.17259988684887304
1270,0.6,5,0.1,20,3,100,0.1,10,0.4,0.17259988684887304
1288,0.6,5,0.1,20,5,100,0.1,10,0.4,0.17259988684887304
4085,1.0,5,0.1,6,3,100,1.0,10,0.5,0.172262442453451
4103,1.0,5,0.1,6,5,100,1.0,10,0.5,0.172262442453451
4067,1.0,5,0.1,6,1,100,1.0,10,0.5,0.172262442453451
1444,0.6,5,0.2,20,5,100,0.0,10,0.4,0.17225642586858042
1408,0.6,5,0.2,20,1,100,0.0,10,0.4,0.17225642586858042
1426,0.6,5,0.2,20,3,100,0.0,10,0.4,0.17225642586858042
1264,0.6,5,0.1,20,3,100,0.0,10,0.4,0.17225139441970963
1282,0.6,5,0.1,20,5,100,0.0,10,0.4,0.17225139441970963
1246,0.6,5,0.1,20,1,100,0.0,10,0.4,0.17225139441970963
3893,1.0,5,0.05,6,1,100,0.0,10,0.5,0.17221189615020246
3929,1.0,5,0.05,6,5,100,0.0,10,0.5,0.17221189615020246
3911,1.0,5,0.05,6,3,100,0.0,10,0.5,0.17221189615020246
2636,0.8,5,0.1,6,5,100,0.1,1,0.5,0.1720974602964262
2600,0.8,5,0.1,6,1,100,0.1,1,0.5,0.1720974602964262
2618,0.8,5,0.1,6,3,100,0.1,1,0.5,0.1720974602964262
3935,1.0,5,0.05,6,5,100,0.1,10,0.5,0.17168516609607753
3917,1.0,5,0.05,6,3,100,0.1,10,0.5,0.17168516609607753
3899,1.0,5,0.05,6,1,100,0.1,10,0.5,0.17168516609607753
3920,1.0,5,0.05,6,3,100,1.0,1,0.5,0.17131060217329327
3938,1.0,5,0.05,6,5,100,1.0,1,0.5,0.17131060217329327
3902,1.0,5,0.05,6,1,100,1.0,1,0.5,0.17131060217329327
2500,0.8,5,0.05,10,1,100,1.0,10,0.4,0.17129326352851287
2536,0.8,5,0.05,10,5,100,1.0,10,0.4,0.17129326352851287
2518,0.8,5,0.05,10,3,100,1.0,10,0.4,0.17129326352851287
1027,0.6,5,0.05,10,1,100,0.0,1,0.4,0.17107399701975937
1063,0.6,5,0.05,10,5,100,0.0,1,0.4,0.17107399701975937
1045,0.6,5,0.05,10,3,100,0.0,1,0.4,0.17107399701975937
1273,0.6,5,0.1,20,3,100,1.0,1,0.4,0.17085042816654036
1291,0.6,5,0.1,20,5,100,1.0,1,0.4,0.17085042816654036
1255,0.6,5,0.1,20,1,100,1.0,1,0.4,0.17085042816654036
1354,0.6,5,0.2,10,1,100,0.0,10,0.4,0.17073884887984797
1390,0.6,5,0.2,10,5,100,0.0,10,0.4,0.17073884887984797
1372,0.6,5,0.2,10,3,100,0.0,10,0.4,0.17073884887984797
3941,1.0,5,0.05,6,5,100,1.0,10,0.5,0.17072771278455348
3905,1.0,5,0.05,6,1,100,1.0,10,0.5,0.17072771278455348
3923,1.0,5,0.05,6,3,100,1.0,10,0.5,0.17072771278455348
1414,0.6,5,0.2,20,1,100,0.1,10,0.4,0.17063467353908693
1432,0.6,5,0.2,20,3,100,0.1,10,0.4,0.17063467353908693
1450,0.6,5,0.2,20,5,100,0.1,10,0.4,0.17063467353908693
2768,0.8,5,0.2,6,1,100,1.0,1,0.5,0.17042727487979198
2786,0.8,5,0.2,6,3,100,1.0,1,0.5,0.17042727487979198
2804,0.8,5,0.2,6,5,100,1.0,1,0.5,0.17042727487979198
2801,0.8,5,0.2,6,5,100,0.1,10,0.5,0.17034541975341846
2783,0.8,5,0.2,6,3,100,0.1,10,0.5,0.17034541975341846
2765,0.8,5,0.2,6,1,100,0.1,10,0.5,0.17034541975341846
2612,0.8,5,0.1,6,3,100,0.0,1,0.5,0.17022505491380685
2594,0.8,5,0.1,6,1,100,0.0,1,0.5,0.17022505491380685
2630,0.8,5,0.1,6,5,100,0.0,1,0.5,0.17022505491380685
1453,0.6,5,0.2,20,5,100,1.0,1,0.4,0.1701596316705886
1435,0.6,5,0.2,20,3,100,1.0,1,0.4,0.1701596316705886
1417,0.6,5,0.2,20,1,100,1.0,1,0.4,0.1701596316705886
2642,0.8,5,0.1,6,5,100,1.0,1,0.5,0.1701541265813083
2606,0.8,5,0.1,6,1,100,1.0,1,0.5,0.1701541265813083
2624,0.8,5,0.1,6,3,100,1.0,1,0.5,0.1701541265813083
1033,0.6,5,0.05,10,1,100,0.1,1,0.4,0.17001999314319438
1069,0.6,5,0.05,10,5,100,0.1,1,0.4,0.17001999314319438
1051,0.6,5,0.05,10,3,100,0.1,1,0.4,0.17001999314319438
2432,0.8,5,0.05,6,1,100,0.0,1,0.5,0.16993749201675995
2450,0.8,5,0.05,6,3,100,0.0,1,0.5,0.16993749201675995
2468,0.8,5,0.05,6,5,100,0.0,1,0.5,0.16993749201675995
1120,0.6,5,0.05,20,5,100,0.0,10,0.4,0.1697266151020959
1084,0.6,5,0.05,20,1,100,0.0,10,0.4,0.1697266151020959
1102,0.6,5,0.05,20,3,100,0.0,10,0.4,0.1697266151020959
2789,0.8,5,0.2,6,3,100,1.0,10,0.5,0.16960844051756638
2807,0.8,5,0.2,6,5,100,1.0,10,0.5,0.16960844051756638
2771,0.8,5,0.2,6,1,100,1.0,10,0.5,0.16960844051756638
2639,0.8,5,0.1,6,5,100,0.1,10,0.5,0.169174335582764
2603,0.8,5,0.1,6,1,100,0.1,10,0.5,0.169174335582764
2621,0.8,5,0.1,6,3,100,0.1,10,0.5,0.169174335582764
1093,0.6,5,0.05,20,1,100,1.0,1,0.4,0.16915583083304148
1111,0.6,5,0.05,20,3,100,1.0,1,0.4,0.16915583083304148
1129,0.6,5,0.05,20,5,100,1.0,1,0.4,0.16915583083304148
1108,0.6,5,0.05,20,3,100,0.1,10,0.4,0.16894472061865334
1090,0.6,5,0.05,20,1,100,0.1,10,0.4,0.16894472061865334
1126,0.6,5,0.05,20,5,100,0.1,10,0.4,0.16894472061865334
1360,0.6,5,0.2,10,1,100,0.1,10,0.4,0.16880104244128022
1378,0.6,5,0.2,10,3,100,0.1,10,0.4,0.16880104244128022
1396,0.6,5,0.2,10,5,100,0.1,10,0.4,0.16880104244128022
1456,0.6,5,0.2,20,5,100,1.0,10,0.4,0.16855505145918737
1438,0.6,5,0.2,20,3,100,1.0,10,0.4,0.16855505145918737
1420,0.6,5,0.2,20,1,100,1.0,10,0.4,0.16855505145918737
2438,0.8,5,0.05,6,1,100,0.1,1,0.5,0.1685452814245782
2456,0.8,5,0.05,6,3,100,0.1,1,0.5,0.1685452814245782
2474,0.8,5,0.05,6,5,100,0.1,1,0.5,0.1685452814245782
2615,0.8,5,0.1,6,3,100,0.0,10,0.5,0.16849281972108543
2633,0.8,5,0.1,6,5,100,0.0,10,0.5,0.16849281972108543
2597,0.8,5,0.1,6,1,100,0.0,10,0.5,0.16849281972108543
1192,0.6,5,0.1,10,1,100,0.0,10,0.4,0.16848656577191487
1210,0.6,5,0.1,10,3,100,0.0,10,0.4,0.16848656577191487
1228,0.6,5,0.1,10,5,100,0.0,10,0.4,0.16848656577191487
1363,0.6,5,0.2,10,1,100,1.0,1,0.4,0.1683508333051504
1381,0.6,5,0.2,10,3,100,1.0,1,0.4,0.1683508333051504
1399,0.6,5,0.2,10,5,100,1.0,1,0.4,0.1683508333051504
1198,0.6,5,0.1,10,1,100,0.1,10,0.4,0.16828832113431627
1234,0.6,5,0.1,10,5,100,0.1,10,0.4,0.16828832113431627
1216,0.6,5,0.1,10,3,100,0.1,10,0.4,0.16828832113431627
2480,0.8,5,0.05,6,5,100,1.0,1,0.5,0.16805392316016138
2462,0.8,5,0.05,6,3,100,1.0,1,0.5,0.16805392316016138
2444,0.8,5,0.05,6,1,100,1.0,1,0.5,0.16805392316016138
2459,0.8,5,0.05,6,3,100,0.1,10,0.5,0.16794888456808688
2477,0.8,5,0.05,6,5,100,0.1,10,0.5,0.16794888456808688
2441,0.8,5,0.05,6,1,100,0.1,10,0.5,0.16794888456808688
1136,0.6,5,0.1,6,1,100,0.0,1,0.5,0.16790370236471686
1172,0.6,5,0.1,6,5,100,0.0,1,0.5,0.16790370236471686
1154,0.6,5,0.1,6,3,100,0.0,1,0.5,0.16790370236471686
1030,0.6,5,0.05,10,1,100,0.0,10,0.4,0.16759172374812312
1066,0.6,5,0.05,10,5,100,0.0,10,0.4,0.16759172374812312
1048,0.6,5,0.05,10,3,100,0.0,10,0.4,0.16759172374812312
2627,0.8,5,0.1,6,3,100,1.0,10,0.5,0.16752566541356922
2609,0.8,5,0.1,6,1,100,1.0,10,0.5,0.16752566541356922
2645,0.8,5,0.1,6,5,100,1.0,10,0.5,0.16752566541356922
2453,0.8,5,0.05,6,3,100,0.0,10,0.5,0.16748675123038217
2435,0.8,5,0.05,6,1,100,0.0,10,0.5,0.16748675123038217
2471,0.8,5,0.05,6,5,100,0.0,10,0.5,0.16748675123038217
1178,0.6,5,0.1,6,5,100,0.1,1,0.5,0.1674672553025375
1160,0.6,5,0.1,6,3,100,0.1,1,0.5,0.1674672553025375
1142,0.6,5,0.1,6,1,100,0.1,1,0.5,0.1674672553025375
1298,0.6,5,0.2,6,1,100,0.0,1,0.5,0.16739403958007693
1334,0.6,5,0.2,6,5,100,0.0,1,0.5,0.16739403958007693
1316,0.6,5,0.2,6,3,100,0.0,1,0.5,0.16739403958007693
1237,0.6,5,0.1,10,5,100,1.0,1,0.4,0.1672938811462399
1219,0.6,5,0.1,10,3,100,1.0,1,0.4,0.1672938811462399
1201,0.6,5,0.1,10,1,100,1.0,1,0.4,0.1672938811462399
1039,0.6,5,0.05,10,1,100,1.0,1,0.4,0.16713191252490472
1057,0.6,5,0.05,10,3,100,1.0,1,0.4,0.16713191252490472
1075,0.6,5,0.05,10,5,100,1.0,1,0.4,0.16713191252490472
1132,0.6,5,0.05,20,5,100,1.0,10,0.4,0.16666149743688505
1114,0.6,5,0.05,20,3,100,1.0,10,0.4,0.16666149743688505
1096,0.6,5,0.05,20,1,100,1.0,10,0.4,0.16666149743688505
1036,0.6,5,0.05,10,1,100,0.1,10,0.4,0.16661648914753446
1054,0.6,5,0.05,10,3,100,0.1,10,0.4,0.16661648914753446
1072,0.6,5,0.05,10,5,100,0.1,10,0.4,0.16661648914753446
2465,0.8,5,0.05,6,3,100,1.0,10,0.5,0.16626663967347083
2483,0.8,5,0.05,6,5,100,1.0,10,0.5,0.16626663967347083
2447,0.8,5,0.05,6,1,100,1.0,10,0.5,0.16626663967347083
1304,0.6,5,0.2,6,1,100,0.1,1,0.5,0.16619483609068114
1322,0.6,5,0.2,6,3,100,0.1,1,0.5,0.16619483609068114
1340,0.6,5,0.2,6,5,100,0.1,1,0.5,0.16619483609068114
1222,0.6,5,0.1,10,3,100,1.0,10,0.4,0.1661238343070905
1240,0.6,5,0.1,10,5,100,1.0,10,0.4,0.1661238343070905
1204,0.6,5,0.1,10,1,100,1.0,10,0.4,0.1661238343070905
1157,0.6,5,0.1,6,3,100,0.0,10,0.5,0.16602805853333621
1175,0.6,5,0.1,6,5,100,0.0,10,0.5,0.16602805853333621
1139,0.6,5,0.1,6,1,100,0.0,10,0.5,0.16602805853333621
1258,0.6,5,0.1,20,1,100,1.0,10,0.4,0.16588296918319018
1276,0.6,5,0.1,20,3,100,1.0,10,0.4,0.16588296918319018
1294,0.6,5,0.1,20,5,100,1.0,10,0.4,0.16588296918319018
992,0.6,5,0.05,6,3,100,0.0,1,0.5,0.16575239140195308
1010,0.6,5,0.05,6,5,100,0.0,1,0.5,0.16575239140195308
974,0.6,5,0.05,6,1,100,0.0,1,0.5,0.16575239140195308
1181,0.6,5,0.1,6,5,100,0.1,10,0.5,0.1656801005251108
1145,0.6,5,0.1,6,1,100,0.1,10,0.5,0.1656801005251108
1163,0.6,5,0.1,6,3,100,0.1,10,0.5,0.1656801005251108
1016,0.6,5,0.05,6,5,100,0.1,1,0.5,0.16542081643214038
980,0.6,5,0.05,6,1,100,0.1,1,0.5,0.16542081643214038
998,0.6,5,0.05,6,3,100,0.1,1,0.5,0.16542081643214038
1319,0.6,5,0.2,6,3,100,0.0,10,0.5,0.16540344472346438
1301,0.6,5,0.2,6,1,100,0.0,10,0.5,0.16540344472346438
1337,0.6,5,0.2,6,5,100,0.0,10,0.5,0.16540344472346438
1346,0.6,5,0.2,6,5,100,1.0,1,0.5,0.16536566418057358
1310,0.6,5,0.2,6,1,100,1.0,1,0.5,0.16536566418057358
1328,0.6,5,0.2,6,3,100,1.0,1,0.5,0.16536566418057358
1148,0.6,5,0.1,6,1,100,1.0,1,0.5,0.1649925501830062
1184,0.6,5,0.1,6,5,100,1.0,1,0.5,0.1649925501830062
1166,0.6,5,0.1,6,3,100,1.0,1,0.5,0.1649925501830062
1366,0.6,5,0.2,10,1,100,1.0,10,0.4,0.1648862758643426
1384,0.6,5,0.2,10,3,100,1.0,10,0.4,0.1648862758643426
1402,0.6,5,0.2,10,5,100,1.0,10,0.4,0.1648862758643426
1307,0.6,5,0.2,6,1,100,0.1,10,0.5,0.164479665116794
1325,0.6,5,0.2,6,3,100,0.1,10,0.5,0.164479665116794
1343,0.6,5,0.2,6,5,100,0.1,10,0.5,0.164479665116794
995,0.6,5,0.05,6,3,100,0.0,10,0.5,0.16440138059025752
1013,0.6,5,0.05,6,5,100,0.0,10,0.5,0.16440138059025752
977,0.6,5,0.05,6,1,100,0.0,10,0.5,0.16440138059025752
1187,0.6,5,0.1,6,5,100,1.0,10,0.5,0.16419973275245
1169,0.6,5,0.1,6,3,100,1.0,10,0.5,0.16419973275245
1151,0.6,5,0.1,6,1,100,1.0,10,0.5,0.16419973275245
1078,0.6,5,0.05,10,5,100,1.0,10,0.4,0.16388198753420682
1060,0.6,5,0.05,10,3,100,1.0,10,0.4,0.16388198753420682
1042,0.6,5,0.05,10,1,100,1.0,10,0.4,0.16388198753420682
983,0.6,5,0.05,6,1,100,0.1,10,0.5,0.16375876331254036
1019,0.6,5,0.05,6,5,100,0.1,10,0.5,0.16375876331254036
1001,0.6,5,0.05,6,3,100,0.1,10,0.5,0.16375876331254036
986,0.6,5,0.05,6,1,100,1.0,1,0.5,0.16364346662708149
1004,0.6,5,0.05,6,3,100,1.0,1,0.5,0.16364346662708149
1022,0.6,5,0.05,6,5,100,1.0,1,0.5,0.16364346662708149
1331,0.6,5,0.2,6,3,100,1.0,10,0.5,0.16309013911230577
1349,0.6,5,0.2,6,5,100,1.0,10,0.5,0.16309013911230577
1313,0.6,5,0.2,6,1,100,1.0,10,0.5,0.16309013911230577
1007,0.6,5,0.05,6,3,100,1.0,10,0.5,0.16278392690645188
1025,0.6,5,0.05,6,5,100,1.0,10,0.5,0.16278392690645188
989,0.6,5,0.05,6,1,100,1.0,10,0.5,0.16278392690645188
4231,1.0,5,0.2,6,3,100,0.0,1,0.4,0.16058513604304336
4249,1.0,5,0.2,6,5,100,0.0,1,0.4,0.16058513604304336
4213,1.0,5,0.2,6,1,100,0.0,1,0.4,0.16058513604304336
4234,1.0,5,0.2,6,3,100,0.0,10,0.4,0.15993534337710352
4216,1.0,5,0.2,6,1,100,0.0,10,0.4,0.15993534337710352
4252,1.0,5,0.2,6,5,100,0.0,10,0.4,0.15993534337710352
4237,1.0,5,0.2,6,3,100,0.1,1,0.4,0.15983149187713602
4255,1.0,5,0.2,6,5,100,0.1,1,0.4,0.15983149187713602
4219,1.0,5,0.2,6,1,100,0.1,1,0.4,0.15983149187713602
4243,1.0,5,0.2,6,3,100,1.0,1,0.4,0.1577255449318728
4225,1.0,5,0.2,6,1,100,1.0,1,0.4,0.1577255449318728
4261,1.0,5,0.2,6,5,100,1.0,1,0.4,0.1577255449318728
4240,1.0,5,0.2,6,3,100,0.1,10,0.4,0.15747093664799255
4258,1.0,5,0.2,6,5,100,0.1,10,0.4,0.15747093664799255
4222,1.0,5,0.2,6,1,100,0.1,10,0.4,0.15747093664799255
4069,1.0,5,0.1,6,3,100,0.0,1,0.4,0.15721260818990468
4051,1.0,5,0.1,6,1,100,0.0,1,0.4,0.15721260818990468
4087,1.0,5,0.1,6,5,100,0.0,1,0.4,0.15721260818990468
3931,1.0,5,0.05,6,5,100,0.1,1,0.4,0.156973426335077
3913,1.0,5,0.05,6,3,100,0.1,1,0.4,0.156973426335077
3895,1.0,5,0.05,6,1,100,0.1,1,0.4,0.156973426335077
4075,1.0,5,0.1,6,3,100,0.1,1,0.4,0.1568471143640034
4057,1.0,5,0.1,6,1,100,0.1,1,0.4,0.1568471143640034
4093,1.0,5,0.1,6,5,100,0.1,1,0.4,0.1568471143640034
4054,1.0,5,0.1,6,1,100,0.0,10,0.4,0.15684217917060023
4090,1.0,5,0.1,6,5,100,0.0,10,0.4,0.15684217917060023
4072,1.0,5,0.1,6,3,100,0.0,10,0.4,0.15684217917060023
4081,1.0,5,0.1,6,3,100,1.0,1,0.4,0.1567432303788172
4099,1.0,5,0.1,6,5,100,1.0,1,0.4,0.1567432303788172
4063,1.0,5,0.1,6,1,100,1.0,1,0.4,0.1567432303788172
3889,1.0,5,0.05,6,1,100,0.0,1,0.4,0.15660568307709646
3907,1.0,5,0.05,6,3,100,0.0,1,0.4,0.15660568307709646
3925,1.0,5,0.05,6,5,100,0.0,1,0.4,0.15660568307709646
4060,1.0,5,0.1,6,1,100,0.1,10,0.4,0.1565713193981496
4096,1.0,5,0.1,6,5,100,0.1,10,0.4,0.1565713193981496
4078,1.0,5,0.1,6,3,100,0.1,10,0.4,0.1565713193981496
