,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,score
3546,1.0,1,0.05,20,5,100,0.0,1,0.3,0.48956277960280714
3708,1.0,1,0.1,20,5,100,0.0,1,0.3,0.4894534565351741
3528,1.0,1,0.05,20,3,100,0.0,1,0.3,0.4893388617990032
3510,1.0,1,0.05,20,1,100,0.0,1,0.3,0.4891740636100369
3858,1.0,1,0.2,20,3,100,0.1,1,0.3,0.4883767854391783
970,0.6,1,0.2,20,5,100,1.0,10,0.4,0.4881728849970405
934,0.6,1,0.2,20,1,100,1.0,10,0.4,0.48791609681616654
952,0.6,1,0.2,20,3,100,1.0,10,0.4,0.48791609681616654
790,0.6,1,0.1,20,3,100,1.0,10,0.4,0.48777621124187254
772,0.6,1,0.1,20,1,100,1.0,10,0.4,0.4876481330720351
3840,1.0,1,0.2,20,1,100,0.1,1,0.3,0.48744833816194666
808,0.6,1,0.1,20,5,100,1.0,10,0.4,0.4872159033852766
3876,1.0,1,0.2,20,5,100,0.1,1,0.3,0.4870632849621618
646,0.6,1,0.05,20,5,100,1.0,10,0.4,0.4863928322142822
3696,1.0,1,0.1,20,3,100,0.1,1,0.3,0.4860956111869135
3678,1.0,1,0.1,20,1,100,0.1,1,0.3,0.48596391658967697
3534,1.0,1,0.05,20,3,100,0.1,1,0.3,0.48594244672994036
628,0.6,1,0.05,20,3,100,1.0,10,0.4,0.48587437844647124
610,0.6,1,0.05,20,1,100,1.0,10,0.4,0.48587437844647124
3714,1.0,1,0.1,20,5,100,0.1,1,0.3,0.4857530481250188
3552,1.0,1,0.05,20,5,100,0.1,1,0.3,0.48534496013655204
3806,1.0,1,0.2,10,3,100,0.1,1,0.5,0.4849981612694941
3516,1.0,1,0.05,20,1,100,0.1,1,0.3,0.484877630177842
3626,1.0,1,0.1,10,1,100,0.1,1,0.5,0.48068328350235195
3662,1.0,1,0.1,10,5,100,0.1,1,0.5,0.4796775768426585
3818,1.0,1,0.2,10,5,100,0.0,1,0.5,0.4793976061158978
2394,0.8,1,0.2,20,3,100,0.0,1,0.3,0.47928572748125886
3638,1.0,1,0.1,10,3,100,0.0,1,0.5,0.47923717562141216
2412,0.8,1,0.2,20,5,100,0.0,1,0.3,0.4792335577509393
3824,1.0,1,0.2,10,5,100,0.1,1,0.5,0.4787919772143495
3494,1.0,1,0.05,10,5,100,0.0,1,0.5,0.47873763822981596
3644,1.0,1,0.1,10,3,100,0.1,1,0.5,0.4787259376344285
3482,1.0,1,0.05,10,3,100,0.1,1,0.5,0.4785968425141503
3656,1.0,1,0.1,10,5,100,0.0,1,0.5,0.4784371259229615
3800,1.0,1,0.2,10,3,100,0.0,1,0.5,0.4783756521351429
3620,1.0,1,0.1,10,1,100,0.0,1,0.5,0.478116899928803
3782,1.0,1,0.2,10,1,100,0.0,1,0.5,0.47799526262577785
2376,0.8,1,0.2,20,1,100,0.0,1,0.3,0.47781106949934704
3788,1.0,1,0.2,10,1,100,0.1,1,0.5,0.4773120986455216
3458,1.0,1,0.05,10,1,100,0.0,1,0.5,0.47729371052738473
3476,1.0,1,0.05,10,3,100,0.0,1,0.5,0.47717264428830947
3500,1.0,1,0.05,10,5,100,0.1,1,0.5,0.47698076971443404
2418,0.8,1,0.2,20,5,100,0.1,1,0.3,0.476949357952052
3464,1.0,1,0.05,10,1,100,0.1,1,0.5,0.4768952020438334
3821,1.0,1,0.2,10,5,100,0.0,10,0.5,0.4765059875595103
2070,0.8,1,0.05,20,3,100,0.0,1,0.3,0.476385769332807
2232,0.8,1,0.1,20,3,100,0.0,1,0.3,0.47626706285843845
2250,0.8,1,0.1,20,5,100,0.0,1,0.3,0.47625278611501737
2052,0.8,1,0.05,20,1,100,0.0,1,0.3,0.4759603963367951
2214,0.8,1,0.1,20,1,100,0.0,1,0.3,0.47589513596456656
2382,0.8,1,0.2,20,1,100,0.1,1,0.3,0.475572197953837
2088,0.8,1,0.05,20,5,100,0.0,1,0.3,0.47533805553875813
2400,0.8,1,0.2,20,3,100,0.1,1,0.3,0.4744648641256287
2330,0.8,1,0.2,10,1,100,0.1,1,0.5,0.47369624050151043
2094,0.8,1,0.05,20,5,100,0.1,1,0.3,0.4734380829803279
2180,0.8,1,0.1,10,3,100,0.0,1,0.5,0.47330317622781726
2220,0.8,1,0.1,20,1,100,0.1,1,0.3,0.4728909581953076
2256,0.8,1,0.1,20,5,100,0.1,1,0.3,0.4726446317699374
2360,0.8,1,0.2,10,5,100,0.0,1,0.5,0.47259205547451266
2058,0.8,1,0.05,20,1,100,0.1,1,0.3,0.4725002708071557
2238,0.8,1,0.1,20,3,100,0.1,1,0.3,0.47243102301724116
3272,1.0,0,0.2,6,3,100,1.0,1,0.5,0.47232826445981624
2076,0.8,1,0.05,20,3,100,0.1,1,0.3,0.4723156805351074
3827,1.0,1,0.2,10,5,100,0.1,10,0.5,0.4719499725029427
2162,0.8,1,0.1,10,1,100,0.0,1,0.5,0.471401488782962
3812,1.0,1,0.2,10,3,100,1.0,1,0.5,0.4711957802658241
3241,1.0,0,0.2,6,1,100,0.0,1,0.4,0.4711148139335247
2024,0.8,1,0.05,10,3,100,0.1,1,0.5,0.4710424514260991
3861,1.0,1,0.2,20,3,100,0.1,10,0.3,0.4709153429663397
3843,1.0,1,0.2,20,1,100,0.1,10,0.3,0.4709153429663397
3270,1.0,0,0.2,6,3,100,1.0,1,0.3,0.470913398342803
3803,1.0,1,0.2,10,3,100,0.0,10,0.5,0.4708385310613307
3785,1.0,1,0.2,10,1,100,0.0,10,0.5,0.47083677746881714
2366,0.8,1,0.2,10,5,100,0.1,1,0.5,0.4706945488295613
2186,0.8,1,0.1,10,3,100,0.1,1,0.5,0.4706495648642431
2168,0.8,1,0.1,10,1,100,0.1,1,0.5,0.4705834996421309
3791,1.0,1,0.2,10,1,100,0.1,10,0.5,0.47058120217972466
3809,1.0,1,0.2,10,3,100,0.1,10,0.5,0.47058120217972466
3647,1.0,1,0.1,10,3,100,0.1,10,0.5,0.47032075320552114
3873,1.0,1,0.2,20,5,100,0.0,10,0.3,0.47025846674355354
3258,1.0,0,0.2,6,3,100,0.0,1,0.3,0.47023077230298577
3264,1.0,0,0.2,6,3,100,0.1,1,0.3,0.4702122565732153
2000,0.8,1,0.05,10,1,100,0.0,1,0.5,0.470094314627352
3693,1.0,1,0.1,20,3,100,0.0,10,0.3,0.47008762359156375
3675,1.0,1,0.1,20,1,100,0.0,10,0.3,0.4699276965961478
3549,1.0,1,0.05,20,5,100,0.0,10,0.3,0.4698622333223229
3246,1.0,0,0.2,6,1,100,0.1,1,0.3,0.46964091920438716
3497,1.0,1,0.05,10,5,100,0.0,10,0.5,0.46952305643340403
2324,0.8,1,0.2,10,1,100,0.0,1,0.5,0.4694348167015964
2198,0.8,1,0.1,10,5,100,0.0,1,0.5,0.46938091764326373
3531,1.0,1,0.05,20,3,100,0.0,10,0.3,0.46931193583540143
3242,1.0,0,0.2,6,1,100,0.0,1,0.5,0.46926748409438285
3278,1.0,0,0.2,6,5,100,0.0,1,0.5,0.46925343800733527
2342,0.8,1,0.2,10,3,100,0.0,1,0.5,0.46920650509638245
3879,1.0,1,0.2,20,5,100,0.1,10,0.3,0.469189921989665
3266,1.0,0,0.2,6,3,100,0.1,1,0.5,0.4691030084328416
3830,1.0,1,0.2,10,5,100,1.0,1,0.5,0.46909607821236826
3513,1.0,1,0.05,20,1,100,0.0,10,0.3,0.46908055884971506
2018,0.8,1,0.05,10,3,100,0.0,1,0.5,0.4690742591561266
3289,1.0,0,0.2,6,5,100,1.0,1,0.4,0.46903600193331735
3711,1.0,1,0.1,20,5,100,0.0,10,0.3,0.46900272166767587
3240,1.0,0,0.2,6,1,100,0.0,1,0.3,0.4688737158358071
3485,1.0,1,0.05,10,3,100,0.1,10,0.5,0.4687788182327278
3503,1.0,1,0.05,10,5,100,0.1,10,0.5,0.46876004022109885
704,0.6,1,0.1,10,1,100,0.0,1,0.5,0.4687345203924281
3641,1.0,1,0.1,10,3,100,0.0,10,0.5,0.46873133713073695
3837,1.0,1,0.2,20,1,100,0.0,10,0.3,0.46865761290152175
3855,1.0,1,0.2,20,3,100,0.0,10,0.3,0.46865761290152175
2006,0.8,1,0.05,10,1,100,0.1,1,0.5,0.4686260701746467
3470,1.0,1,0.05,10,1,100,1.0,1,0.5,0.46861889899221093
740,0.6,1,0.1,10,5,100,0.0,1,0.5,0.46861549715080314
2036,0.8,1,0.05,10,5,100,0.0,1,0.5,0.4686097599341384
3699,1.0,1,0.1,20,3,100,0.1,10,0.3,0.4685660137007406
3283,1.0,0,0.2,6,5,100,0.1,1,0.4,0.4685199805242622
3794,1.0,1,0.2,10,1,100,1.0,1,0.5,0.46849381330365264
3506,1.0,1,0.05,10,5,100,1.0,1,0.5,0.46839725134083016
3247,1.0,0,0.2,6,1,100,0.1,1,0.4,0.46839193844752947
3623,1.0,1,0.1,10,1,100,0.0,10,0.5,0.46833769563972877
3629,1.0,1,0.1,10,1,100,0.1,10,0.5,0.4682946206242936
3488,1.0,1,0.05,10,3,100,1.0,1,0.5,0.46826490135042886
3252,1.0,0,0.2,6,1,100,1.0,1,0.3,0.468232763439025
3717,1.0,1,0.1,20,5,100,0.1,10,0.3,0.4682136163556171
3271,1.0,0,0.2,6,3,100,1.0,1,0.4,0.4682037633663728
3253,1.0,0,0.2,6,1,100,1.0,1,0.4,0.4681930201445853
3665,1.0,1,0.1,10,5,100,0.1,10,0.5,0.46818921545654524
722,0.6,1,0.1,10,3,100,0.0,1,0.5,0.4681727126827514
3288,1.0,0,0.2,6,5,100,1.0,1,0.3,0.46810092982640816
3277,1.0,0,0.2,6,5,100,0.0,1,0.4,0.46795697245454304
3681,1.0,1,0.1,20,1,100,0.1,10,0.3,0.46786813878037403
3659,1.0,1,0.1,10,5,100,0.0,10,0.5,0.467676511328715
3259,1.0,0,0.2,6,3,100,0.0,1,0.4,0.467543352374206
3461,1.0,1,0.05,10,1,100,0.0,10,0.5,0.46752063071764915
3467,1.0,1,0.05,10,1,100,0.1,10,0.5,0.46744044107198934
3864,1.0,1,0.2,20,3,100,1.0,1,0.3,0.46714699083749894
2042,0.8,1,0.05,10,5,100,0.1,1,0.5,0.4671331439231795
3846,1.0,1,0.2,20,1,100,1.0,1,0.3,0.46709906760314013
3290,1.0,0,0.2,6,5,100,1.0,1,0.5,0.4670569657551786
2204,0.8,1,0.1,10,5,100,0.1,1,0.5,0.46700878866764955
3537,1.0,1,0.05,20,3,100,0.1,10,0.3,0.46695995731607953
3282,1.0,0,0.2,6,5,100,0.1,1,0.3,0.46693832446443606
3265,1.0,0,0.2,6,3,100,0.1,1,0.4,0.46688474515031153
3650,1.0,1,0.1,10,3,100,1.0,1,0.5,0.46687830092613664
3248,1.0,0,0.2,6,1,100,0.1,1,0.5,0.46678285764515837
3260,1.0,0,0.2,6,3,100,0.0,1,0.5,0.46677001008017216
3519,1.0,1,0.05,20,1,100,0.1,10,0.3,0.46662925689782175
3276,1.0,0,0.2,6,5,100,0.0,1,0.3,0.4665236881575917
908,0.6,1,0.2,10,5,100,0.1,1,0.5,0.4664803079664555
3555,1.0,1,0.05,20,5,100,0.1,10,0.3,0.46640645458346447
3479,1.0,1,0.05,10,3,100,0.0,10,0.5,0.46635333817384905
2348,0.8,1,0.2,10,3,100,0.1,1,0.5,0.4663274867777769
2201,0.8,1,0.1,10,5,100,0.0,10,0.5,0.4662971255306328
746,0.6,1,0.1,10,5,100,0.1,1,0.5,0.46556038131543576
3254,1.0,0,0.2,6,1,100,1.0,1,0.5,0.4654992638064986
2372,0.8,1,0.2,10,5,100,1.0,1,0.5,0.465492551795072
3632,1.0,1,0.1,10,1,100,1.0,1,0.5,0.46546221776037766
3668,1.0,1,0.1,10,5,100,1.0,1,0.5,0.4654068296428443
3284,1.0,0,0.2,6,5,100,0.1,1,0.5,0.4649443886028658
3882,1.0,1,0.2,20,5,100,1.0,1,0.3,0.4648480180767258
890,0.6,1,0.2,10,3,100,0.1,1,0.5,0.46450392717269884
936,0.6,1,0.2,20,3,100,0.0,1,0.3,0.4644613713200775
918,0.6,1,0.2,20,1,100,0.0,1,0.3,0.4643805942970555
3281,1.0,0,0.2,6,5,100,0.0,10,0.5,0.4641771563531553
542,0.6,1,0.05,10,1,100,0.0,1,0.5,0.4639850108718049
710,0.6,1,0.1,10,1,100,0.1,1,0.5,0.46377520606315004
728,0.6,1,0.1,10,3,100,0.1,1,0.5,0.463767574962603
560,0.6,1,0.05,10,3,100,0.0,1,0.5,0.4637105968836579
872,0.6,1,0.2,10,1,100,0.1,1,0.5,0.4634385999718938
3287,1.0,0,0.2,6,5,100,0.1,10,0.5,0.463180730740879
3720,1.0,1,0.1,20,5,100,1.0,1,0.3,0.46316641234913297
3292,1.0,0,0.2,6,5,100,1.0,10,0.4,0.4630508059841871
3269,1.0,0,0.2,6,3,100,0.1,10,0.5,0.46299400615253566
2183,0.8,1,0.1,10,3,100,0.0,10,0.5,0.4628080315286523
3256,1.0,0,0.2,6,1,100,1.0,10,0.4,0.4627846132631913
3293,1.0,0,0.2,6,5,100,1.0,10,0.5,0.462723653340458
2165,0.8,1,0.1,10,1,100,0.0,10,0.5,0.4627189970759165
630,0.6,1,0.05,20,5,100,0.0,1,0.3,0.46268248931454065
924,0.6,1,0.2,20,1,100,0.1,1,0.3,0.4626599688862286
566,0.6,1,0.05,10,3,100,0.1,1,0.5,0.462584877504144
866,0.6,1,0.2,10,1,100,0.0,1,0.5,0.4625786727000614
578,0.6,1,0.05,10,5,100,0.0,1,0.5,0.46248473282989916
954,0.6,1,0.2,20,5,100,0.0,1,0.3,0.4623967154925673
3275,1.0,0,0.2,6,3,100,1.0,10,0.5,0.4623331757843414
3249,1.0,0,0.2,6,1,100,0.1,10,0.3,0.46224682113503396
3257,1.0,0,0.2,6,1,100,1.0,10,0.5,0.4620790661076132
756,0.6,1,0.1,20,1,100,0.0,1,0.3,0.46206482399844473
3291,1.0,0,0.2,6,5,100,1.0,10,0.3,0.46203666934102916
1831,0.8,0,0.2,6,5,100,1.0,1,0.4,0.46195545431676005
942,0.6,1,0.2,20,3,100,0.1,1,0.3,0.46192715830995945
792,0.6,1,0.1,20,5,100,0.0,1,0.3,0.46188054965217623
774,0.6,1,0.1,20,3,100,0.0,1,0.3,0.4617670290932804
3255,1.0,0,0.2,6,1,100,1.0,10,0.3,0.46173810276381566
2327,0.8,1,0.2,10,1,100,0.0,10,0.5,0.4616381150955787
2345,0.8,1,0.2,10,3,100,0.0,10,0.5,0.4616381150955787
884,0.6,1,0.2,10,3,100,0.0,1,0.5,0.46160217758253114
594,0.6,1,0.05,20,1,100,0.0,1,0.3,0.46159903536813135
2333,0.8,1,0.2,10,1,100,0.1,10,0.5,0.46152617877709784
2351,0.8,1,0.2,10,3,100,0.1,10,0.5,0.46152617877709784
584,0.6,1,0.05,10,5,100,0.1,1,0.5,0.4614658778920028
548,0.6,1,0.05,10,1,100,0.1,1,0.5,0.4614314546566516
2003,0.8,1,0.05,10,1,100,0.0,10,0.5,0.46138882514686586
3833,1.0,1,0.2,10,5,100,1.0,10,0.5,0.46136150427542777
3635,1.0,1,0.1,10,1,100,1.0,10,0.5,0.46134541641665444
3273,1.0,0,0.2,6,3,100,1.0,10,0.3,0.461284549171756
3251,1.0,0,0.2,6,1,100,0.1,10,0.5,0.46126359731963384
3250,1.0,0,0.2,6,1,100,0.1,10,0.4,0.46121812372863247
612,0.6,1,0.05,20,3,100,0.0,1,0.3,0.46120003986963204
3684,1.0,1,0.1,20,1,100,1.0,1,0.3,0.4610225462721503
1808,0.8,0,0.2,6,3,100,0.1,1,0.5,0.46098478803957865
902,0.6,1,0.2,10,5,100,0.0,1,0.5,0.4609751829178183
2369,0.8,1,0.2,10,5,100,0.1,10,0.5,0.4608349512897593
3702,1.0,1,0.1,20,3,100,1.0,1,0.3,0.46082769022710035
3245,1.0,0,0.2,6,1,100,0.0,10,0.5,0.4608086016718122
1796,0.8,0,0.2,6,1,100,1.0,1,0.5,0.4607987567382453
2192,0.8,1,0.1,10,3,100,1.0,1,0.5,0.4607304774991009
2027,0.8,1,0.05,10,3,100,0.1,10,0.5,0.4605986436315366
3279,1.0,0,0.2,6,5,100,0.0,10,0.3,0.46059392473527705
1832,0.8,0,0.2,6,5,100,1.0,1,0.5,0.46056273337553666
2039,0.8,1,0.05,10,5,100,0.0,10,0.5,0.46055719230112135
3509,1.0,1,0.05,10,5,100,1.0,10,0.5,0.46053138474539973
1819,0.8,0,0.2,6,5,100,0.0,1,0.4,0.46044445165299824
3243,1.0,0,0.2,6,1,100,0.0,10,0.3,0.4604387419127547
1790,0.8,0,0.2,6,1,100,0.1,1,0.5,0.46037876531769106
3653,1.0,1,0.1,10,3,100,1.0,10,0.5,0.4603538593598208
2210,0.8,1,0.1,10,5,100,1.0,1,0.5,0.4603459988771904
2207,0.8,1,0.1,10,5,100,0.1,10,0.5,0.46025515285292473
3491,1.0,1,0.05,10,3,100,1.0,10,0.5,0.4602513167264627
2336,0.8,1,0.2,10,1,100,1.0,1,0.5,0.46024317960278793
2021,0.8,1,0.05,10,3,100,0.0,10,0.5,0.4602366706941906
3274,1.0,0,0.2,6,3,100,1.0,10,0.4,0.4601552948947014
3280,1.0,0,0.2,6,5,100,0.0,10,0.4,0.46005206160532347
1800,0.8,0,0.2,6,3,100,0.0,1,0.3,0.4600150403932356
3540,1.0,1,0.05,20,3,100,1.0,1,0.3,0.4599926430773918
3522,1.0,1,0.05,20,1,100,1.0,1,0.3,0.4599183303240011
3797,1.0,1,0.2,10,1,100,1.0,10,0.5,0.4599156693925172
780,0.6,1,0.1,20,3,100,0.1,1,0.3,0.4599046820096082
1783,0.8,0,0.2,6,1,100,0.0,1,0.4,0.459895363148183
3473,1.0,1,0.05,10,1,100,1.0,10,0.5,0.45988244683371093
2171,0.8,1,0.1,10,1,100,0.1,10,0.5,0.4598597156360308
960,0.6,1,0.2,20,5,100,0.1,1,0.3,0.45985177333334404
3286,1.0,0,0.2,6,5,100,0.1,10,0.4,0.4598375341689701
3558,1.0,1,0.05,20,5,100,1.0,1,0.3,0.45969967135774004
2415,0.8,1,0.2,20,5,100,0.0,10,0.3,0.4596811761932223
3263,1.0,0,0.2,6,3,100,0.0,10,0.5,0.45967225831160496
3268,1.0,0,0.2,6,3,100,0.1,10,0.4,0.4596278481326749
2012,0.8,1,0.05,10,1,100,1.0,1,0.5,0.45952076834394606
3815,1.0,1,0.2,10,3,100,1.0,10,0.5,0.4594722006724769
1789,0.8,0,0.2,6,1,100,0.1,1,0.4,0.45944787840598195
1814,0.8,0,0.2,6,3,100,1.0,1,0.5,0.4592536897004524
3261,1.0,0,0.2,6,3,100,0.0,10,0.3,0.45924413094760996
743,0.6,1,0.1,10,5,100,0.0,10,0.5,0.4592400027769769
3671,1.0,1,0.1,10,5,100,1.0,10,0.5,0.45922507608909646
1788,0.8,0,0.2,6,1,100,0.1,1,0.3,0.45915144784821116
2045,0.8,1,0.05,10,5,100,0.1,10,0.5,0.45911573985365733
3267,1.0,0,0.2,6,3,100,0.1,10,0.3,0.4590716041009548
1813,0.8,0,0.2,6,3,100,1.0,1,0.4,0.45905444246108396
2189,0.8,1,0.1,10,3,100,0.1,10,0.5,0.4590446293049958
2379,0.8,1,0.2,20,1,100,0.0,10,0.3,0.4590190676084037
2397,0.8,1,0.2,20,3,100,0.0,10,0.3,0.4590190676084037
3285,1.0,0,0.2,6,5,100,0.1,10,0.3,0.4590131819471249
707,0.6,1,0.1,10,1,100,0.0,10,0.5,0.4588737103610166
725,0.6,1,0.1,10,3,100,0.0,10,0.5,0.4588737103610166
618,0.6,1,0.05,20,3,100,0.1,1,0.3,0.458866237423038
1795,0.8,0,0.2,6,1,100,1.0,1,0.4,0.45884681410388134
1806,0.8,0,0.2,6,3,100,0.1,1,0.3,0.4587717666450836
762,0.6,1,0.1,20,1,100,0.1,1,0.3,0.45874979738486116
1826,0.8,0,0.2,6,5,100,0.1,1,0.5,0.45861373655908266
1802,0.8,0,0.2,6,3,100,0.0,1,0.5,0.4585522082780401
1818,0.8,0,0.2,6,5,100,0.0,1,0.3,0.4585456960712017
2009,0.8,1,0.05,10,1,100,0.1,10,0.5,0.45850370325500067
2217,0.8,1,0.1,20,1,100,0.0,10,0.3,0.4582557660023075
2354,0.8,1,0.2,10,3,100,1.0,1,0.5,0.45824376456617477
600,0.6,1,0.05,20,1,100,0.1,1,0.3,0.4582383511079522
798,0.6,1,0.1,20,5,100,0.1,1,0.3,0.45804280607447956
1782,0.8,0,0.2,6,1,100,0.0,1,0.3,0.4580064514054022
1820,0.8,0,0.2,6,5,100,0.0,1,0.5,0.45796261180416203
2174,0.8,1,0.1,10,1,100,1.0,1,0.5,0.45794315469983415
3262,1.0,0,0.2,6,3,100,0.0,10,0.4,0.4578878451652445
2030,0.8,1,0.05,10,3,100,1.0,1,0.5,0.4576567080753571
1824,0.8,0,0.2,6,5,100,0.1,1,0.3,0.457650787615849
2235,0.8,1,0.1,20,3,100,0.0,10,0.3,0.4576374362436737
2363,0.8,1,0.2,10,5,100,0.0,10,0.5,0.45753577517447563
2048,0.8,1,0.05,10,5,100,1.0,1,0.5,0.45746684567440904
636,0.6,1,0.05,20,5,100,0.1,1,0.3,0.45736076676504556
1784,0.8,0,0.2,6,1,100,0.0,1,0.5,0.4573547472880953
1807,0.8,0,0.2,6,3,100,0.1,1,0.4,0.45728974118024784
1825,0.8,0,0.2,6,5,100,0.1,1,0.4,0.45694567052664536
1794,0.8,0,0.2,6,1,100,1.0,1,0.3,0.4568641918868114
1801,0.8,0,0.2,6,3,100,0.0,1,0.4,0.45681752988314067
2385,0.8,1,0.2,20,1,100,0.1,10,0.3,0.45677060872519687
2403,0.8,1,0.2,20,3,100,0.1,10,0.3,0.4567671812697058
2055,0.8,1,0.05,20,1,100,0.0,10,0.3,0.4567426817669188
2421,0.8,1,0.2,20,5,100,0.1,10,0.3,0.4567346183903445
3244,1.0,0,0.2,6,1,100,0.0,10,0.4,0.45667183748866796
2073,0.8,1,0.05,20,3,100,0.0,10,0.3,0.4565694400402613
1830,0.8,0,0.2,6,5,100,1.0,1,0.3,0.45646179148112376
1812,0.8,0,0.2,6,3,100,1.0,1,0.3,0.4560727308363422
2253,0.8,1,0.1,20,5,100,0.0,10,0.3,0.45586373040563233
2091,0.8,1,0.05,20,5,100,0.0,10,0.3,0.45565226640270196
878,0.6,1,0.2,10,1,100,1.0,1,0.5,0.455488708189937
713,0.6,1,0.1,10,1,100,0.1,10,0.5,0.4553749099393663
731,0.6,1,0.1,10,3,100,0.1,10,0.5,0.4553749099393663
734,0.6,1,0.1,10,3,100,1.0,1,0.5,0.4553027709990344
2259,0.8,1,0.1,20,5,100,0.1,10,0.3,0.4552476948521756
1792,0.8,0,0.2,6,1,100,0.1,10,0.4,0.4552382173131516
752,0.6,1,0.1,10,5,100,1.0,1,0.5,0.45513536399498555
1834,0.8,0,0.2,6,5,100,1.0,10,0.4,0.4549021254707336
2357,0.8,1,0.2,10,3,100,1.0,10,0.5,0.4546714456976074
2339,0.8,1,0.2,10,1,100,1.0,10,0.5,0.4546714456976074
716,0.6,1,0.1,10,1,100,1.0,1,0.5,0.4545617185623107
325,0.6,0,0.2,6,1,100,0.0,1,0.4,0.45453815177374485
2375,0.8,1,0.2,10,5,100,1.0,10,0.5,0.45436010660090453
1798,0.8,0,0.2,6,1,100,1.0,10,0.4,0.4541884751258817
2223,0.8,1,0.1,20,1,100,0.1,10,0.3,0.454135937768889
896,0.6,1,0.2,10,3,100,1.0,1,0.5,0.4540114192955582
2241,0.8,1,0.1,20,3,100,0.1,10,0.3,0.453992097825792
2424,0.8,1,0.2,20,5,100,1.0,1,0.3,0.45378646718874477
1821,0.8,0,0.2,6,5,100,0.0,10,0.3,0.4537010910372331
563,0.6,1,0.05,10,3,100,0.0,10,0.5,0.45365734089563253
336,0.6,0,0.2,6,1,100,1.0,1,0.3,0.4536154617550038
3823,1.0,1,0.2,10,5,100,0.1,1,0.4,0.45347351548701254
3817,1.0,1,0.2,10,5,100,0.0,1,0.4,0.45345731559846747
366,0.6,0,0.2,6,5,100,0.1,1,0.3,0.4533305185274812
342,0.6,0,0.2,6,3,100,0.0,1,0.3,0.45332385799723207
2079,0.8,1,0.05,20,3,100,0.1,10,0.3,0.45323013425626807
2061,0.8,1,0.05,20,1,100,0.1,10,0.3,0.4531918200624146
2097,0.8,1,0.05,20,5,100,0.1,10,0.3,0.45317749312391936
914,0.6,1,0.2,10,5,100,1.0,1,0.5,0.4531688200837589
749,0.6,1,0.1,10,5,100,0.1,10,0.5,0.4531650955044514
348,0.6,0,0.2,6,3,100,0.1,1,0.3,0.4531647197454006
869,0.6,1,0.2,10,1,100,0.0,10,0.5,0.4531457216376558
887,0.6,1,0.2,10,3,100,0.0,10,0.5,0.4531457216376558
545,0.6,1,0.05,10,1,100,0.0,10,0.5,0.45295009933692326
1786,0.8,0,0.2,6,1,100,0.0,10,0.4,0.45292958449232135
1811,0.8,0,0.2,6,3,100,0.1,10,0.5,0.45289170898295117
1829,0.8,0,0.2,6,5,100,0.1,10,0.5,0.4528606921924359
3781,1.0,1,0.2,10,1,100,0.0,1,0.4,0.4526861463643496
581,0.6,1,0.05,10,5,100,0.0,10,0.5,0.4525550378785663
367,0.6,0,0.2,6,5,100,0.1,1,0.4,0.45248350105636587
1799,0.8,0,0.2,6,1,100,1.0,10,0.5,0.4524645277081861
361,0.6,0,0.2,6,5,100,0.0,1,0.4,0.45245585086322765
3799,1.0,1,0.2,10,3,100,0.0,1,0.4,0.4522704720361556
1816,0.8,0,0.2,6,3,100,1.0,10,0.4,0.45222590818978337
2177,0.8,1,0.1,10,1,100,1.0,10,0.5,0.4522189984331037
1810,0.8,0,0.2,6,3,100,0.1,10,0.4,0.4521433843964421
572,0.6,1,0.05,10,3,100,1.0,1,0.5,0.4521383690874881
355,0.6,0,0.2,6,3,100,1.0,1,0.4,0.4521319047317597
590,0.6,1,0.05,10,5,100,1.0,1,0.5,0.45209121511489
1833,0.8,0,0.2,6,5,100,1.0,10,0.3,0.4520742500389268
343,0.6,0,0.2,6,3,100,0.0,1,0.4,0.4519900106767948
1793,0.8,0,0.2,6,1,100,0.1,10,0.5,0.4519183877770371
350,0.6,0,0.2,6,3,100,0.1,1,0.5,0.451704165176457
2051,0.8,1,0.05,10,5,100,1.0,10,0.5,0.4516534393796869
1835,0.8,0,0.2,6,5,100,1.0,10,0.5,0.45165324664679735
2195,0.8,1,0.1,10,3,100,1.0,10,0.5,0.4516451617188565
362,0.6,0,0.2,6,5,100,0.0,1,0.5,0.45161785770812174
2388,0.8,1,0.2,20,1,100,1.0,1,0.3,0.45161778250471274
1805,0.8,0,0.2,6,3,100,0.0,10,0.5,0.45151910427345454
1823,0.8,0,0.2,6,5,100,0.0,10,0.5,0.4514575460369704
587,0.6,1,0.05,10,5,100,0.1,10,0.5,0.4514135292050428
3655,1.0,1,0.1,10,5,100,0.0,1,0.4,0.4513656289611433
554,0.6,1,0.05,10,1,100,1.0,1,0.5,0.4513362310613382
1797,0.8,0,0.2,6,1,100,1.0,10,0.3,0.45125070046088284
354,0.6,0,0.2,6,3,100,1.0,1,0.3,0.4512003399932329
911,0.6,1,0.2,10,5,100,0.1,10,0.5,0.45115802649775844
3637,1.0,1,0.1,10,3,100,0.0,1,0.4,0.4511334735605331
330,0.6,0,0.2,6,1,100,0.1,1,0.3,0.45098951132568105
331,0.6,0,0.2,6,1,100,0.1,1,0.4,0.45082417815770104
2213,0.8,1,0.1,10,5,100,1.0,10,0.5,0.4507875468807404
3787,1.0,1,0.2,10,1,100,0.1,1,0.4,0.4505841733227691
